what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.emf,1.1.300.v200905060430,"org.eclipse.wst.common.emf",1485753817888
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.300.v200811200330,"org.eclipse.wst.common.emfworkbench.integration",1485753817891
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1485753817892
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks.ui",1485753817893
started,bundle,org.eclipse.wst.common.modulecore,1.1.300.v200904132230,"org.eclipse.wst.common.modulecore",1485753817894
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.0.v200906080535,"org.eclipse.wst.common.project.facet.core",1485753817894
started,bundle,org.eclipse.wst.jsdt.core,1.0.200.v200905201910,"org.eclipse.wst.jsdt.core",1485753817896
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.100.v200809240707,"org.eclipse.wst.jsdt.manipulation",1485753817897
started,bundle,org.eclipse.wst.jsdt.ui,1.0.200.v200905242047,"org.eclipse.wst.jsdt.ui",1485753817897
started,bundle,org.eclipse.wst.sse.core,1.1.400.v200905141750,"org.eclipse.wst.sse.core",1485753817899
started,bundle,org.eclipse.wst.validation,1.2.102.v200905201610,"org.eclipse.wst.validation",1485753817900
started,bundle,org.eclipse.wst.web,1.1.300.v200901261500,"org.eclipse.wst.web",1485753817903
started,bundle,org.eclipse.wst.xml.core,1.1.400.v200904300540,"org.eclipse.wst.xml.core",1485753817904
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.100.v20090520-1905,"org.eclipse.equinox.simpleconfigurator",1485753817905
os,sysinfo,,,"win32",1485753818020
arch,sysinfo,,,"x86",1485753818020
ws,sysinfo,,,"win32",1485753818020
locale,sysinfo,,,"en_US",1485753818020
processors,sysinfo,,,"1",1485753818020
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1485753818020
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1485753818020
java.specification.name,sysinfo,,,"Java Platform API Specification",1485753818020
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1485753818021
java.specification.version,sysinfo,,,"1.6",1485753818021
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1485753818021
